text,favoriteCount,created,id,retweetCount,chars,month,year,day,time,label 
Remember; I am the only one who is self-funding my campaign. All of the other candidates are bought and paid for by special interests!,19275,3/8/2016 16:21,7.07E+17,7432,134,3,2016,8,981,1
Sun Sentinel says: Rubio lacks the experience; work ethic and gravitas needed to be president. HE HAS NOT EARNED YOUR VOTE!,11128,3/8/2016 16:12,7.07E+17,3965,123,3,2016,8,972,1
"""@EricTrump: Wishing our father tremendous luck in Michigan; Mississippi; Idaho &amp; Hawaii today! Amazing father! https://t.co/cYpx4eC9W @Q""",9147,3/8/2016 15:26,7.07E+17,2563,142,3,2016,8,926,1
MAKE AMERICA GREAT AGAIN!,18617,3/8/2016 15:23,7.07E+17,9696,25,3,2016,8,923,1
Thank you @EricTrump! https://t.co/U1iTLmcbAc,7776,3/8/2016 15:23,7.07E+17,2168,45,3,2016,8,923,-1
Michigan; Mississippi; Idaho &amp; Hawaii: Get out to VOTE and join the movement today! Video: https://t.co/fJw8Ax7E8P https://t.co/ZDbarevYAc,10899,3/8/2016 14:17,7.07E+17,4600,142,3,2016,8,857,-1
The Club for Growth is a very dishonest group. They represent conservative values terribly &amp; are bad for America. https://t.co/rnGoaprYuA,7980,3/8/2016 2:55,7.07E+17,3368,141,3,2016,8,175,-1
People forget; it was Club for Growth that asked me for $1 million. I said no &amp; they went negative. Extortion! https://t.co/oq8jmoep7i,8953,3/8/2016 2:54,7.07E+17,3833,138,3,2016,8,174,-1
Ted Cruz Was For Welcoming Syrian Refugees Before He Was Against It  https://t.co/zw4o1DJgfB,8935,3/8/2016 2:47,7.07E+17,4682,92,3,2016,8,167,-1
I employ many people in Hawaii at my great hotel in Honolulu. I?l be there very soon. Vote for me; Hawaii!,14097,3/8/2016 2:25,7.07E+17,4298,106,3,2016,8,145,-1
Cruz came to Mississippi; there was nobody there; he left the state. I had a rally in Madison; MS with 10;000!   Thank you!,16559,3/8/2016 1:49,7.07E+17,5446,123,3,2016,8,109,-1
I will be interviewed by @SeanHannity tonight at 10pm EST on @FoxNews! Enjoy!,8528,3/8/2016 0:47,7.07E+17,2562,77,3,2016,8,47,-1
New ad concerning lightweight Senator Marco Rubio:   https://t.co/cNe0skpB5i,7580,3/7/2016 23:48,7.07E+17,3097,76,3,2016,7,1428,-1
Thank you Idaho! I love your potatoes-   nobody grows them better. As   President; I will protect your market. https://t.co/kqx8un1jnw,14629,3/7/2016 22:48,7.07E+17,5201,134,3,2016,7,1368,-1
"Lightweight Senator Marco Rubio features Trump Univ. students in FL. attack ads- who submitted ""excellent"" reviews. https://t.co/JGTD590pKE",6776,3/7/2016 22:34,7.07E+17,2829,139,3,2016,7,1354,-1
MY POSITION ON VISAS  #MakeAmericaGreatAgain #Trump2016  https://t.co/JGmOd5gr5z https://t.co/OLg6N3Ug9U,13364,3/4/2016 5:24,7.06E+17,6343,104,3,2016,4,324,-1
The Better Business Bureau report; with an A rating for Trump University. #GOPDebate https://t.co/ldJ5EFp3HM https://t.co/1K9u09CFQQ,18624,3/4/2016 4:30,7.06E+17,8612,132,3,2016,4,270,-1
Rubio puts out ad that my pilot was a drug dealer- not true; not my pilot! Guy owned helicopter company- don't think I ever even used.,13217,3/4/2016 1:29,7.06E+17,3934,134,3,2016,4,89,-1
Senator Sessions will serve as the   Chairman of my National Security   Advisory Committee. https://t.co/jQed1P6SD9 https://t.co/n83Cbs4jtA,14258,3/4/2016 1:20,7.06E+17,6281,139,3,2016,4,80,-1
THANK YOU PORTLAND; Maine!  #MakeAmericaGreatAgain #Trump2016  https://t.co/6lMFR6z8xO https://t.co/eKGxNbG6wD,12796,3/3/2016 20:14,7.05E+17,3857,110,3,2016,3,1214,-1
On my way to see the great people of Maine. Will be landing in Portland in 2 hours. Look forward to it! #Trump2016,14874,3/3/2016 16:09,7.05E+17,3575,114,3,2016,3,969,-1
Will miss @RealBenCarson tonight at the #GOPDebate. I hope all of Ben's followers will join the #TrumpTrain. We will never forget.,23482,3/3/2016 15:51,7.05E+17,7967,130,3,2016,3,951,-1
Go to Trump Doral in Miami and watch the World Golf Championship! On NOW!,7817,3/3/2016 15:23,7.05E+17,1914,73,3,2016,3,923,1
"""@blt21muttrades: People are just mad that you're doing so good so they are gonna do they're best to stop you. Not gonna happen #MAGA""",10044,3/3/2016 14:27,7.05E+17,2643,134,3,2016,3,867,1
"""@CreativeXwalk: @realDonaldTrump teaching the GOP how to lose four years ago was not enough. Now Romney wants to do it again.""",10965,3/3/2016 14:26,7.05E+17,3768,127,3,2016,3,866,1
The phony lawsuit against Trump U could have been easily settled by me but I want  to go to court. 98% approval rating by students. Easy win,12060,3/3/2016 14:21,7.05E+17,3485,140,3,2016,3,861,1
Why did Mitt Romney BEG me for my endorsement four years ago?,20829,3/3/2016 11:59,7.05E+17,8143,61,3,2016,3,719,1
"I am the only one who can beat Hillary Clinton. I am not a Mitt Romney; who doesn't know how to win. Hillary wants no part of ""Trump""",23399,3/3/2016 11:47,7.05E+17,8461,133,3,2016,3,707,1
Why would the great people of Florida vote for a guy who; as a Senator; never even shows up to vote - worst record. Marco Rubio is a joke!,15098,3/3/2016 11:40,7.05E+17,5211,138,3,2016,3,700,1
I have brought millions of people into the Republican Party; while the Dems are going down. Establishment wants to kill this movement!,23583,3/3/2016 11:30,7.05E+17,7044,134,3,2016,3,690,1
"Failed candidate Mitt Romney;who ran one of the worst races in presidential history;is working with the establishment to bury a big ""R"" win!",16030,3/3/2016 11:22,7.05E+17,5494,140,3,2016,3,682,1
"""@malski1954: I changed parties to vote for you; no one else measures up to you; The GOPe needs a reality check. Our country is at stake""",12292,3/3/2016 3:38,7.05E+17,3611,137,3,2016,3,218,1
Looks like two-time failed candidate Mitt Romney is going to be telling Republicans how to get elected. Not a good messenger!,23027,3/3/2016 3:33,7.05E+17,7809,125,3,2016,3,213,1
Millions of dollars being spent on false TV ads by special interest groups who own Rubio &amp; Cruz.When you see them think of your puppet POLS,13573,3/3/2016 3:18,7.05E+17,4870,143,3,2016,3,198,1
"""@Johnsmi01433966: The establishment doesn't like you because they can't control you and get you to lie to us and keep ripping us off.""",10558,3/3/2016 3:11,7.05E+17,3211,135,3,2016,3,191,1
Because of me; the Republican Party has taken in millions of new voters; a record. If they are not careful; they will all leave. Sad!,17857,3/3/2016 3:05,7.05E+17,5556,133,3,2016,3,185,1
#MakeAmericaGreatAgain #Trump2016  Video: https://t.co/IbcE5tsRf7 https://t.co/bHqg1rkFy3,6768,3/3/2016 2:08,7.05E+17,2790,89,3,2016,3,128,-1
I would love to see the Republican party and everyone get together- and unify.  Video: https://t.co/RWEnPUJO23 https://t.co/RT8Gmf6WHL,13785,3/2/2016 23:54,7.05E+17,5085,134,3,2016,2,1434,-1
Just another desperate move by the man who should have easily beaten Barrack Obama. (2/2),14244,3/2/2016 23:34,7.05E+17,4523,89,3,2016,2,1414,-1
Failed Presidential Candidate Mitt Romney is having a news conference tomorrow to criticize me. (1/2),11951,3/2/2016 23:34,7.05E+17,4174,101,3,2016,2,1414,-1
I am going to repeal and replace ObamaCare! Read more about my positions on healthcare reform here: https://t.co/WwIVhIud06,11951,3/2/2016 23:29,7.05E+17,4866,123,3,2016,2,1409,-1
.@CNN poll just hit 49% for Trump. Interesting how my numbers have gone so far up since lightweight Marco Rubio has turned nasty. Love it!,15276,3/2/2016 23:18,7.05E+17,4629,138,3,2016,2,1398,-1
"""@HavBat22: @TeamCavuto #KenLangone is 100% correct #NeilCavuto. And u and the rest of u #Fox muppets refuse to HEAR HIM."" So true!",6210,3/2/2016 21:56,7.05E+17,1850,131,3,2016,2,1316,1
Why can't the leaders of the Republican Party see that I am bringing in new voters by the millions-we are creating a larger; stronger party!,28558,3/2/2016 21:50,7.05E+17,9914,140,3,2016,2,1310,1
My wife @MELANIATRUMP will be #OnTheRecord w/ @greta tonight at 7pmE on @FoxNews. Enjoy!   https://t.co/yxrRkJJSGG https://t.co/Trv1hj9hRI,9731,3/2/2016 19:54,7.05E+17,2869,138,3,2016,2,1194,-1
"""@KinnardJan: @Itsjoeco @realDonaldTrump I took Trump University class and saved my home!""",7970,3/2/2016 18:48,7.05E+17,2892,90,3,2016,2,1128,1
Marco Rubio lost big last night. I even beat him in Virginia; where he spent so much time and money. Now his bosses are desperate and angry!,14481,3/2/2016 18:18,7.05E+17,4696,140,3,2016,2,1098,1
Why would anyone in Florida vote for lightweight Senator Marco Rubio. Check out his credit card scam; his house sale &amp; his no show voting!,14101,3/2/2016 18:11,7.05E+17,5094,142,3,2016,2,1091,1
The special interests and people who control our politicians (puppets) are spending $25 million on misleading and fraudulent T.V. ads on me.,15712,3/2/2016 17:53,7.05E+17,6607,140,3,2016,2,1073,1
"""@JoeNBC: FOX calls Virginia for Trump. If it holds; it's a big win for Trump and a big setback for Rubio; who needed to win the state.",8993,3/2/2016 12:25,7.05E+17,2279,135,3,2016,2,745,1
"""@JoeNBC: Marco Rubio just criticized Ted Cruz for underperforming tonight. Wow. #SuperTuesday""",8513,3/2/2016 12:23,7.05E+17,2562,95,3,2016,2,743,1
"""@NorahODonnell: Looks like Rubio won't get any delegates from TX or AL because he didn't meet 20% threshold.""",7624,3/2/2016 12:23,7.05E+17,2163,110,3,2016,2,743,1
"""@danpfeiffer: For the record; most Democrats would much rather face Cruz than Trump""  So true!",8607,3/2/2016 12:16,7.05E+17,2565,95,3,2016,2,736,1
Thank you Vermont! #Trump2016  #SuperTuesday,13986,3/2/2016 5:06,7.05E+17,3921,44,3,2016,2,306,-1
Thank you Arkansas! #Trump2016  #SuperTuesday,16395,3/2/2016 4:05,7.05E+17,4906,45,3,2016,2,245,-1
Thank you Virginia! #Trump2016  #SuperTuesday,20030,3/2/2016 1:49,7.05E+17,6912,45,3,2016,2,109,-1
Thank you Alabama! #Trump2016  #SuperTuesday,20146,3/2/2016 1:02,7.05E+17,6869,44,3,2016,2,62,-1
Thank you Tennessee! #Trump2016  #SuperTuesday,20368,3/2/2016 1:02,7.05E+17,7180,46,3,2016,2,62,-1
I started my business with very little and built it into a great company; with some of the best real estate assets in the World. Amazing!,13459,2/27/2016 16:08,7.04E+17,3845,137,2,2016,27,968,1
I only wish my wonderful father; Fred; gave me $200 million to start my business like lightweight Rubio says. He didn't - total fabrication!,13126,2/27/2016 16:04,7.04E+17,4092,140,2,2016,27,964,1
Fun to watch the Democrats working so hard to win the great State of South Carolina when I just won the Republican version - amazing people!,10003,2/27/2016 15:49,7.04E+17,2433,140,2,2016,27,949,1
I am self-funding my campaign and am therefore not controlled by the lobbyists and special interests like lightweight Rubio or Ted Cruz!,17981,2/27/2016 15:25,7.04E+17,6091,136,2,2016,27,925,1
Tax experts throughout the media agree that no sane person would give their tax returns during an audit. After the audit; no problem!,10196,2/27/2016 15:20,7.04E+17,3065,133,2,2016,27,920,1
I unfairly get audited by the I.R.S. almost every single year. I have rich friends who never get audited. I wonder why?,9170,2/27/2016 15:12,7.04E+17,2602,119,2,2016,27,912,1
"""@NeilTurner_: @realDonaldTrump There's only one real candidate; and it's you! Donors control the other candidates! #VoteTrump"" Thank you.",6891,2/27/2016 15:05,7.04E+17,2017,138,2,2016,27,905,1
I will be on @foxandfriends at 8:30 A.M. Will be talking about lightweight Marco Rubio and lying Ted Cruz!,7564,2/27/2016 13:08,7.04E+17,1970,106,2,2016,27,788,1
"""@SassyPantsjj: Michigan GOP poll 2/24/2016 Trump 35.5 Rubio 15.0 Cruz 14.3 Kasich 12.8 Carson 8.3 @realDonaldTrump"" Wow!",6324,2/27/2016 12:47,7.04E+17,1919,121,2,2016,27,767,1
Thank you Pastor Robert Jeffress! #MakeAmericaGreatAgain #Trump2016 https://t.co/ndKu8m8RY2,10899,2/27/2016 5:06,7.03E+17,4534,91,2,2016,27,306,-1
"""@JerryJrFalwell: A majority of evangelicals believe @realDonaldTrump is best equipped to save the country. #Greta""",7902,2/27/2016 4:58,7.03E+17,2766,115,2,2016,27,298,-1
"""@itsblakec: @realDonaldTrump Trump is a genius. Rubio and Cruz are not. I want a brilliant mind to run this country.""",7750,2/27/2016 4:53,7.03E+17,2268,118,2,2016,27,293,1
"""@donnieboysmith: @realDonaldTrump in contrast to Rubio and Cruz you look like a giant. They look terribly weak"" Thank you!",7355,2/27/2016 3:08,7.03E+17,1982,123,2,2016,27,188,1
What I would do on my first day in office. #MakeAmericaGreatAgain  Watch: https://t.co/DhANDG8uBd https://t.co/SzdZzYOnDG,10294,2/27/2016 2:08,7.03E+17,4026,121,2,2016,27,128,-1
Thank you Texas! 10;000 amazing   supporters! #Trump2016   #MakeAmericaGreatAgain https://t.co/T2cBdktPbp,12288,2/26/2016 21:34,7.03E+17,4310,105,2,2016,26,1294,-1
Never let them see you sweat! https://t.co/qygVFf6JFF,21355,2/26/2016 21:11,7.03E+17,9608,53,2,2016,26,1271,-1
Thank you for your support &amp;   friendship- Governor @ChrisChristie!  #MakeAmericaGreatAgain #Trump2016 https://t.co/jVI6Q6JH18,19299,2/26/2016 21:07,7.03E+17,6364,130,2,2016,26,1267,-1
They don't like Rubio in Florida- he left them high &amp; dry. Doesn't even show up for votes!,11095,2/26/2016 20:52,7.03E+17,3623,94,2,2016,26,1252,-1
Lightweight Marco Rubio was working hard last night. The problem is; he is a choker; and once a choker; always a choker! Mr. Meltdown.,14377,2/26/2016 16:38,7.03E+17,4938,134,2,2016,26,998,-1
Wow; every poll said I won the debate last night. Great honor!,14664,2/26/2016 16:17,7.03E+17,3826,62,2,2016,26,977,-1
Lightweight choker Marco Rubio looks like a little boy on stage. Not presidential material!,12147,2/26/2016 16:16,7.03E+17,4016,91,2,2016,26,976,-1
Lying Ted Cruz and lightweight choker  Marco Rubio teamed up last night in a last ditch effort to stop our great movement. They failed!,15239,2/26/2016 16:15,7.03E+17,4993,135,2,2016,26,975,-1
Will be at Fort Worth (Texas) Convention Center at 11:30 A.M. Big crowd - get there early! Big announcement to be made!,8010,2/26/2016 16:07,7.03E+17,2441,119,2,2016,26,967,1
Why would the people of Florida vote for Marco Rubio when he defrauded them by agreeing to represent them as their Senator and then quit!,11595,2/26/2016 14:49,7.03E+17,3969,137,2,2016,26,889,1
Have a good chance to win Texas on Tuesday. Cruz is a nasty guy; not one Senate endorsement and; despite talk; gets nothing done. Loser!,15602,2/26/2016 14:02,7.03E+17,4866,136,2,2016,26,842,1
I will be making a speech at 12:00 in Fort Worth; Texas. Really big crowd expected. Will be talking about the debate last night-plus; plus!,8881,2/26/2016 13:56,7.03E+17,2446,139,2,2016,26,836,1
"""@WaltSeher: @realDonaldTrump @morg25016893 @eventbrite yup 200 Polish immigrants were hired by his contractor not Trump""",6254,2/26/2016 12:30,7.03E+17,2029,121,2,2016,26,750,1
"""@MJP1370: @realDonaldTrump Cruz talks about Hillary all the time because he knows he can't beat you ! Trump will win Texas !""",6095,2/26/2016 12:29,7.03E+17,1601,126,2,2016,26,749,1
"""@donell27743094: @realDonaldTrump trump won the debate. Disgusting Rubio said ""peed"" - is he still in junior high school.""",6193,2/26/2016 12:29,7.03E+17,1631,123,2,2016,26,749,1
"""@tdltdltdltdl:  Marco Cruz and Ted Rubio (easy to get the two politicians confused) looked like desperate; panicked DC insiders tonight""",7413,2/26/2016 12:28,7.03E+17,2281,137,2,2016,26,748,1
"""@SkylerDeckard: @realDonaldTrump ""that's because you've never hired anyone to do work before"" favorite line from tonights debate.""",6479,2/26/2016 12:27,7.03E+17,1751,131,2,2016,26,747,1
"""@restorereality: Tonight you proved to America you are the real deal. You took fire from all sides; stayed composed; returned fire and WON!",8316,2/26/2016 12:25,7.03E+17,2392,140,2,2016,26,745,1
"""@Slytle24: @davidaxelrod @realDonaldTrump @CNN he won almost all polls and Mark Halperin gave him an A-",5355,2/26/2016 7:38,7.03E+17,1511,104,2,2016,26,458,1
"""@Indies4Trump: Vote Early in the #LoneStarState #SuperTuesday @realDonaldTrump will #MakeAmericaGreatAgain https://t.co/GC8kmWFxoM""",4724,2/26/2016 7:34,7.03E+17,1469,132,2,2016,26,454,1
"""@morg25016893:  @eventbrite Also; all the things Rubio&amp;Cruz were using for hits; just petty. Trump; clearly the only one w/all the skills.""",5569,2/26/2016 7:33,7.03E+17,1553,144,2,2016,26,453,1
Big day in Texas tomorrow! Having a rally in Fort Worth. Tremendous crowd. Will be exciting! #Trump2016 https://t.co/JGUopujRIk,7070,2/26/2016 6:55,7.03E+17,2233,127,2,2016,26,415,-1
All the online polls have me winning the debate. I really enjoyed the evening. Not easy; but good. https://t.co/sLTmwVVM5I,7344,2/26/2016 6:54,7.03E+17,2240,122,2,2016,26,414,-1
#MakeAmericaGreatAgain #Trump2016 https://t.co/FvIUXMkrjj,6854,2/26/2016 6:52,7.03E+17,2648,57,2,2016,26,412,-1
Thank you! #GOPDebate Polls   #MakeAmericaGreatAgain https://t.co/At5vOiLCSy,8468,2/26/2016 6:49,7.03E+17,3325,76,2,2016,26,409,-1
#MakeAmericaGreatAgain!  https://t.co/in4raBhwqa,4576,2/26/2016 6:08,7.03E+17,1389,48,2,2016,26,368,-1
THANK YOU LAS VEGAS; NEVADA!  #NevadaCaucus #VoteTrumpNV  https://t.co/cZlNRrFtW3 https://t.co/scdxT24Dye,8866,2/23/2016 5:19,7.02E+17,3038,105,2,2016,23,319,-1
Join me live- now in Las Vegas; Nevada! We will MAKE AMERICA SAFE &amp; GREAT AGAIN! #VoteTrumpNV #NevadaCaucus https://t.co/IW9s9noxDT,5440,2/23/2016 3:51,7.02E+17,1524,135,2,2016,23,231,-1
Ted Cruz said on @oreillyfactor that illegals sent out of country by my administration would come right back as citizens. Another lie-crazy!,7393,2/23/2016 2:31,7.02E+17,2694,140,2,2016,23,151,1
A big fat hit job on @oreillyfactor tonight. A total waste of time to watch; boring and biased. @brithume said I would never run; a dope!,6677,2/23/2016 2:27,7.02E+17,2130,137,2,2016,23,147,1
Great Town Hall tonight at 10:00 P.M. (Eastern) conducted by @seanhannity on @FoxNews,4975,2/23/2016 2:19,7.02E+17,1398,85,2,2016,23,139,1
Thank you Vermont! #VoteTrumpVT   https://t.co/8KGOpqDb9t,4989,2/23/2016 1:44,7.02E+17,1567,57,2,2016,23,104,-1
Thank you Michigan! #VoteTrumpMI  Trump 35%  Kasich 17%  Cruz 12%  Rubio 12%  Carson 9%   Via: ARG,10254,2/23/2016 1:37,7.02E+17,3616,98,2,2016,23,97,-1
Great poll! Thank you North Carolina!   #VoteTrumpNC on 3/15!  Trump 36%  Cruz 18%  Rubio 18%  Carson 10%  Kasich 7%  Via @SurveyUSA,7987,2/23/2016 1:34,7.02E+17,2745,132,2,2016,23,94,-1
WOW! Thank you Massachusetts! See you soon. #VoteTrumpMA  https://t.co/mNbDUPrEeh,6300,2/23/2016 1:29,7.02E+17,2140,81,2,2016,23,89,-1
Just watched the very incompetent Mitt Romney Campaign Strategist; Stuart Stevens. Now I know why Mitt lost so badly. Stevens is a clown!,7203,2/23/2016 1:29,7.02E+17,2193,137,2,2016,23,89,1
Thank you Illinois! Great news! #VoteTrumpIL on 3/15!  Trump 28%  Cruz 15%  Rubio 14%  Kasich 13%  Bush 8%  Carson 6%  Simon Poll/SIU,8324,2/23/2016 1:24,7.02E+17,2652,133,2,2016,23,84,-1
I will be on @seanhannity tonight- from Las Vegas; Nevada at 10pmE. Enjoy! #Hannity #Trump2016 https://t.co/mx5rxf4oHl,5681,2/23/2016 0:19,7.02E+17,1844,118,2,2016,23,19,1
Ted Cruz should be disqualified from his fraudulent win in Iowa. Weak RNC and Republican leadership probably won't let this happen! Sad.,8287,2/22/2016 21:11,7.02E+17,2680,136,2,2016,22,1271,1
Just saw the phony ad by Cruz - totally false; more dirty tricks. He got caught in so many lies - is this man crazy?,8379,2/22/2016 21:06,7.02E+17,2869,116,2,2016,22,1266,1
Ted Cruz has now apologized to Marco Rubio and Ben Carson for fraud and dirty tricks. No wonder he has lost Evangelical support!,9431,2/22/2016 20:55,7.02E+17,3509,128,2,2016,22,1255,1
Ted Cruz has been playing an ad about me that is so ridiculously false - no basis in fact. Take ad down Ted. Biggest liar in politics!,8163,2/22/2016 20:50,7.02E+17,2775,134,2,2016,22,1250,1
Wow; Ted Cruz falsely suggested Marco Rubio mocked the Bible and was just forced to fire his Communications Director. More dirty tricks!,9568,2/22/2016 20:44,7.02E+17,3649,136,2,2016,22,1244,1
It is so important to audit The Federal Reserve; and yet Ted Cruz missed the vote on the bill that would allow this to be done.,12086,2/22/2016 20:37,7.02E+17,6666,127,2,2016,22,1237,1
Thank you for your endorsement @paulteutulsr! #BikersForTrump #VoteTrumpNV Video: https://t.co/1JEdwPPCux https://t.co/56gkQTM7oc,6754,2/22/2016 18:54,7.02E+17,2508,129,2,2016,22,1134,-1
Many people are now saying I won South Carolina because of the last debate. I showed anger and the people of our country are very angry!,9497,2/22/2016 16:12,7.02E+17,2780,136,2,2016,22,972,1
"""@SandraR677582: @FLTrumpTeam Florida starts early voting on March 5 extending to March 15. Absentee ballots have been sent out! #Trump2016""",4708,2/22/2016 14:52,7.02E+17,1814,140,2,2016,22,892,1
"""@ScotMReed: No matter what liar sleazeball @rickwtyler says about @tedcruz in Tennessee. We have early voting and @realDonaldTrump has won.",4899,2/22/2016 14:49,7.02E+17,1554,140,2,2016,22,889,1
I hear the Rickets family; who own the Chicago Cubs; are secretly spending $'s against me. They better be careful; they have a lot to hide!,14942,2/22/2016 14:42,7.02E+17,6667,139,2,2016,22,882,1
"""@1sonny12: @KSmith233035 @mitchellvii  FLORIDIANS ARE UPSET BECAUSE RUBIO DID NOT DO WHAT HE PROMISED ONCE HE WAS ELECTED! VOTE TRUMP""",6380,2/22/2016 13:42,7.02E+17,2357,135,2,2016,22,822,1
"""@gregusp61: You really rocked them hard in S.C. Rubio and Cruz were pummled. So glad Jeb is gone! Next no liar!""",4686,2/22/2016 13:41,7.02E+17,1185,113,2,2016,22,821,1
The reason that Ted Cruz lost the Evangelicals in S.C. is because he is a world class LIAR; and Evangelicals do not like liars!,8616,2/22/2016 13:36,7.02E+17,3193,127,2,2016,22,816,1
I am in Las Vegas; at the best hotel (by far); Trump International. I will be working with my wonderful teams and volunteers to WIN Nevada!,11393,2/22/2016 12:48,7.02E+17,3185,139,2,2016,22,768,1
"""@EricTrump: Nevada we are on our way! #VoteTrumpNV #Trump2016 Caucus locator: https://t.co/aUSzSnOzlm https://t.co/bCRelzywxk""",6701,2/22/2016 12:31,7.02E+17,1918,127,2,2016,22,751,1
A number of months ago; I was not expected to win South Carolina;Ted Cruz was; and yet I won in a landslide - every group and category. WIN!,11903,2/22/2016 12:22,7.02E+17,3089,140,2,2016,22,742,1
THANK YOU Atlanta; Georgia! Leaving for Nevada now. Lets MAKE AMERICA SAFE AND GREAT AGAIN! https://t.co/wHfraU67yX https://t.co/WqvxMwJk2S,10252,2/22/2016 0:07,7.02E+17,3469,139,2,2016,22,7,-1
Thank you South Carolina!  https://t.co/U1HoDmuuH3,7479,2/21/2016 16:04,7.01E+17,2343,50,2,2016,21,964,1
A quote was read from a parody account last night on MSNBC re: Jeb.  https://t.co/4twxJ4blje,4783,2/21/2016 15:57,7.01E+17,1756,92,2,2016,21,957,1
The failing @WSJ Wall Street Journal should fire both its pollster and its Editorial Board. Seldom has a paper been so wrong.Totally biased!,11566,2/21/2016 11:52,7.01E+17,3981,140,2,2016,21,712,1
Thank you  @kayleighmcenany for your nice words - great knowledge and style! We are doing really well in South Carolina. @CNN @donlemon,5016,2/17/2016 3:44,7.00E+17,2039,135,2,2016,17,224,1
"""@Good2bqueen67:  @brithume @megynkelly They're too lame to get it; Sir. When you win the election they'll get it.""",4982,2/17/2016 3:17,7.00E+17,1992,115,2,2016,17,197,1
.@brithume thinks that when Republicans drop out of the race; someone will pick up ALL of that vote. The fact is I will get much of it!,6451,2/17/2016 3:12,7.00E+17,2477,135,2,2016,17,192,1
Explain to @brithume and @megynkelly; who know nothing; that I will beat Hillary and win states (and dem-indie votes) that no other R can!,7069,2/17/2016 3:04,7.00E+17,2976,138,2,2016,17,184,1
Will be interviewed by @StephenAtHome tonight by phone- a late show first @CBS @colbertlateshow. Enjoy!   #Colbert #LSSC,4738,2/16/2016 23:15,7.00E+17,1645,120,2,2016,16,1395,-1
Thank you; South Carolina! #MakeAmericaGreatAgain #Trump2016 https://t.co/pIDqnY4IL3,8011,2/16/2016 22:54,7.00E+17,3230,84,2,2016,16,1374,-1
Thank you to the 2;500+ in North Augusta; South Carolina. Lines down the block! Don't forget to VOTE on Saturday! https://t.co/KayUN9rfIV,9903,2/16/2016 21:09,7.00E+17,3094,137,2,2016,16,1269,-1
#TeamTrump is thinking of Captain Andrew Maitner. A true American hero. #MaitnerStrong https://t.co/v96l7tUFWy https://t.co/uLuDOHEIB2,6436,2/16/2016 18:21,7.00E+17,2054,134,2,2016,16,1101,-1
Just sat down for a great interview with @PHussionWYFF in Greenville today. Watch at 5pm. An amazing day in South Carolina! #VoteTrumpSC,5004,2/16/2016 17:59,7.00E+17,1510,136,2,2016,16,1079,-1
Thank you! #MakeAmericaGreatAgain https://t.co/tIBB3BMUvp,9728,2/16/2016 12:37,7.00E+17,4157,57,2,2016,16,757,-1
New PPP Poll just out - Trump up big; Cruz; Rubio and Bush down. The debate results; even with a stacked RNC audience; were wonderful!,9664,2/16/2016 11:22,7.00E+17,3205,134,2,2016,16,682,1
Spent the full day at meetings and a major rally yesterday in South Carolina. Great people and spirit. Today will be more of the same.,7942,2/16/2016 10:52,7.00E+17,2104,134,2,2016,16,652,1
New South Carolina poll from PPP. Thank you! #VoteTrumpSC https://t.co/6618Oi6vle,9329,2/16/2016 4:18,6.99E+17,3535,81,2,2016,16,258,-1
What a night! 10;000 amazing supporters in Greenville; South Carolina! THANK YOU!  VOTE on Saturday! #VoteTrumpSC https://t.co/jXYLRDayB7,12108,2/16/2016 3:53,6.99E+17,4043,137,2,2016,16,233,-1
Thank you for your continued support!  #MakeAmericaGreatAgain https://t.co/cykncrrSRE,9999,2/15/2016 21:16,6.99E+17,3530,85,2,2016,15,1276,-1
RESPONSE TO THE LIES OF SENATOR CRUZ: https://t.co/9PGo56YTqt  #Trump2016 #VoteTrumpSC,7001,2/15/2016 20:23,6.99E+17,3150,86,2,2016,15,1223,-1
"JEB is a hypocrite! Used massive private ""Eminent Domain"" --- Just another clueless politician!   https://t.co/yZT3lSutt9",7296,2/15/2016 17:29,6.99E+17,3142,121,2,2016,15,1049,-1
Jeb used Eminent Domain &amp; took advantage of a disabled vet in the process. (2/2)  https://t.co/eiBCld77tV,6414,2/15/2016 17:24,6.99E+17,2833,109,2,2016,15,1044,-1
I'd like to call JEB a liar; but the truth is he has no clue &amp; never revealed that he used Eminent Domain- when criticizing me! (1/2),6806,2/15/2016 17:24,6.99E+17,2291,137,2,2016,15,1044,-1
Now that George Bush is campaigning for Jeb(!); is he fair game for questions about World Trade Center; Iraq War and eco collapse? Careful!,16371,2/15/2016 14:04,6.99E+17,6572,139,2,2016,15,844,1
I will be in South Carolina all week. Saturday is BIG; BIG; BIG! Get out and vote - MAKE AMERICA GREAT AGAIN,8647,2/15/2016 13:55,6.99E+17,3056,108,2,2016,15,835,1
Jeb Bush and Ted Cruz are not electable presidential candidates; Hillary would destroy them. Ted may not be eligible to run - born in Canada,10100,2/15/2016 12:24,6.99E+17,3380,140,2,2016,15,744,1
Funny that Jeb(!) didn't want help from his family in his failed campaign and didn't even want to use his last name.Then mommy; now brother!,10206,2/15/2016 11:05,6.99E+17,3374,140,2,2016,15,665,1
Ted Cruz; along with Jeb Bush; pushed Justice John Roberts onto the Supreme Court. Roberts could have killed ObamaCare twice; but didn't!,10239,2/14/2016 22:02,6.99E+17,3973,137,2,2016,14,1322,1
Wow; in the new CBS Poll I went way up into the forties! Thank you!,12635,2/14/2016 21:10,6.99E+17,3742,67,2,2016,14,1270,1
